Field Name,Category,Description,Sheet,Cell
RENT_COMP_13_YEAR_RENOVATED,Rent Comps,RENT_COMP_13_YEAR_RENOVATED,Rent Comp Inputs,$P$39
RENT_COMP_13_LOCATION_CLASS,Rent Comps,RENT_COMP_13_LOCATION_CLASS,Rent Comp Inputs,$Q$39
RENT_COMP_13_PRODUCT_CLASS,Rent Comps,RENT_COMP_13_PRODUCT_CLASS,Rent Comp Inputs,$R$39
RENT_COMP_13_UNITS,Rent Comps,RENT_COMP_13_UNITS,Rent Comp Inputs,$S$39
RENT_COMP_13_AVG_NRSF,Rent Comps,RENT_COMP_13_AVG_NRSF,Rent Comp Inputs,$T$39
RENT_COMP_13_EMPIRICAL_RENT,Rent Comps,RENT_COMP_13_EMPIRICAL_RENT,Rent Comp Inputs,$U$39
RENT_COMP_13_RENT_NRSF,Rent Comps,RENT_COMP_13_RENT_NRSF,Rent Comp Inputs,$V$39
RENT_COMP_14_PROPERTY_NAME,Rent Comps,RENT_COMP_14_PROPERTY_NAME,Rent Comp Inputs,$E$40
RENT_COMP_14_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_14_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$40
RENT_COMP_14_STREET_ADDRESS,Rent Comps,RENT_COMP_14_STREET_ADDRESS,Rent Comp Inputs,$G$40
RENT_COMP_14_CITY,Rent Comps,RENT_COMP_14_CITY,Rent Comp Inputs,$H$40
RENT_COMP_14_STATE,Rent Comps,RENT_COMP_14_STATE,Rent Comp Inputs,$I$40
RENT_COMP_14_ZIP_CODE,Rent Comps,RENT_COMP_14_ZIP_CODE,Rent Comp Inputs,$J$40
RENT_COMP_14_LATITUDE,Rent Comps,RENT_COMP_14_LATITUDE,Rent Comp Inputs,$K$40
RENT_COMP_14_LONGITUDE,Rent Comps,RENT_COMP_14_LONGITUDE,Rent Comp Inputs,$L$40
RENT_COMP_14_BUILDING_TYPE,Rent Comps,RENT_COMP_14_BUILDING_TYPE,Rent Comp Inputs,$M$40
RENT_COMP_14_BUILDING_HEIGHT,Rent Comps,RENT_COMP_14_BUILDING_HEIGHT,Rent Comp Inputs,$N$40
RENT_COMP_14_YEAR_BUILT,Rent Comps,RENT_COMP_14_YEAR_BUILT,Rent Comp Inputs,$O$40
RENT_COMP_14_YEAR_RENOVATED,Rent Comps,RENT_COMP_14_YEAR_RENOVATED,Rent Comp Inputs,$P$40
RENT_COMP_14_LOCATION_CLASS,Rent Comps,RENT_COMP_14_LOCATION_CLASS,Rent Comp Inputs,$Q$40
RENT_COMP_14_PRODUCT_CLASS,Rent Comps,RENT_COMP_14_PRODUCT_CLASS,Rent Comp Inputs,$R$40
RENT_COMP_14_UNITS,Rent Comps,RENT_COMP_14_UNITS,Rent Comp Inputs,$S$40
RENT_COMP_14_AVG_NRSF,Rent Comps,RENT_COMP_14_AVG_NRSF,Rent Comp Inputs,$T$40
RENT_COMP_14_EMPIRICAL_RENT,Rent Comps,RENT_COMP_14_EMPIRICAL_RENT,Rent Comp Inputs,$U$40
RENT_COMP_14_RENT_NRSF,Rent Comps,RENT_COMP_14_RENT_NRSF,Rent Comp Inputs,$V$40
RENT_COMP_15_PROPERTY_NAME,Rent Comps,RENT_COMP_15_PROPERTY_NAME,Rent Comp Inputs,$E$41
RENT_COMP_15_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_15_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$41
RENT_COMP_15_STREET_ADDRESS,Rent Comps,RENT_COMP_15_STREET_ADDRESS,Rent Comp Inputs,$G$41
RENT_COMP_15_CITY,Rent Comps,RENT_COMP_15_CITY,Rent Comp Inputs,$H$41
RENT_COMP_15_STATE,Rent Comps,RENT_COMP_15_STATE,Rent Comp Inputs,$I$41
RENT_COMP_15_ZIP_CODE,Rent Comps,RENT_COMP_15_ZIP_CODE,Rent Comp Inputs,$J$41
RENT_COMP_15_LATITUDE,Rent Comps,RENT_COMP_15_LATITUDE,Rent Comp Inputs,$K$41
RENT_COMP_15_LONGITUDE,Rent Comps,RENT_COMP_15_LONGITUDE,Rent Comp Inputs,$L$41
RENT_COMP_15_BUILDING_TYPE,Rent Comps,RENT_COMP_15_BUILDING_TYPE,Rent Comp Inputs,$M$41
RENT_COMP_15_BUILDING_HEIGHT,Rent Comps,RENT_COMP_15_BUILDING_HEIGHT,Rent Comp Inputs,$N$41
RENT_COMP_15_YEAR_BUILT,Rent Comps,RENT_COMP_15_YEAR_BUILT,Rent Comp Inputs,$O$41
RENT_COMP_15_YEAR_RENOVATED,Rent Comps,RENT_COMP_15_YEAR_RENOVATED,Rent Comp Inputs,$P$41
RENT_COMP_15_LOCATION_CLASS,Rent Comps,RENT_COMP_15_LOCATION_CLASS,Rent Comp Inputs,$Q$41
RENT_COMP_15_PRODUCT_CLASS,Rent Comps,RENT_COMP_15_PRODUCT_CLASS,Rent Comp Inputs,$R$41
RENT_COMP_15_UNITS,Rent Comps,RENT_COMP_15_UNITS,Rent Comp Inputs,$S$41
RENT_COMP_15_AVG_NRSF,Rent Comps,RENT_COMP_15_AVG_NRSF,Rent Comp Inputs,$T$41
RENT_COMP_15_EMPIRICAL_RENT,Rent Comps,RENT_COMP_15_EMPIRICAL_RENT,Rent Comp Inputs,$U$41
RENT_COMP_15_RENT_NRSF,Rent Comps,RENT_COMP_15_RENT_NRSF,Rent Comp Inputs,$V$41
GROSS_POTENTIAL_REVENUE_YEAR_1,Annual Cashflows,GROSS_POTENTIAL_REVENUE_YEAR_1,Annual Cashflows,$I$15
GROSS_POTENTIAL_REVENUE_YEAR_2,Annual Cashflows,GROSS_POTENTIAL_REVENUE_YEAR_2,Annual Cashflows,$J$15
GROSS_POTENTIAL_REVENUE_YEAR_3,Annual Cashflows,GROSS_POTENTIAL_REVENUE_YEAR_3,Annual Cashflows,$K$15
GROSS_POTENTIAL_REVENUE_YEAR_4,Annual Cashflows,GROSS_POTENTIAL_REVENUE_YEAR_4,Annual Cashflows,$L$15
GROSS_POTENTIAL_REVENUE_YEAR_5,Annual Cashflows,GROSS_POTENTIAL_REVENUE_YEAR_5,Annual Cashflows,$M$15
LOSS_TO_LEASE_YEAR_1,Annual Cashflows,LOSS_TO_LEASE_YEAR_1,Annual Cashflows,$I$17
LOSS_TO_LEASE_YEAR_2,Annual Cashflows,LOSS_TO_LEASE_YEAR_2,Annual Cashflows,$J$17
LOSS_TO_LEASE_YEAR_3,Annual Cashflows,LOSS_TO_LEASE_YEAR_3,Annual Cashflows,$K$17
LOSS_TO_LEASE_YEAR_4,Annual Cashflows,LOSS_TO_LEASE_YEAR_4,Annual Cashflows,$L$17
LOSS_TO_LEASE_YEAR_5,Annual Cashflows,LOSS_TO_LEASE_YEAR_5,Annual Cashflows,$M$17
NET_RENTAL_INCOME_YEAR_1,Annual Cashflows,NET_RENTAL_INCOME_YEAR_1,Annual Cashflows,$I$21
NET_RENTAL_INCOME_YEAR_2,Annual Cashflows,NET_RENTAL_INCOME_YEAR_2,Annual Cashflows,$J$21
NET_RENTAL_INCOME_YEAR_3,Annual Cashflows,NET_RENTAL_INCOME_YEAR_3,Annual Cashflows,$K$21
NET_RENTAL_INCOME_YEAR_4,Annual Cashflows,NET_RENTAL_INCOME_YEAR_4,Annual Cashflows,$L$21
NET_RENTAL_INCOME_YEAR_5,Annual Cashflows,NET_RENTAL_INCOME_YEAR_5,Annual Cashflows,$M$21
PARKING_INCOME_YEAR_1,Annual Cashflows,PARKING_INCOME_YEAR_1,Annual Cashflows,$I$22
PARKING_INCOME_YEAR_2,Annual Cashflows,PARKING_INCOME_YEAR_2,Annual Cashflows,$J$22
PARKING_INCOME_YEAR_3,Annual Cashflows,PARKING_INCOME_YEAR_3,Annual Cashflows,$K$22
PARKING_INCOME_YEAR_4,Annual Cashflows,PARKING_INCOME_YEAR_4,Annual Cashflows,$L$22
PARKING_INCOME_YEAR_5,Annual Cashflows,PARKING_INCOME_YEAR_5,Annual Cashflows,$M$22
UTILITY_INCOME_YEAR_1,Annual Cashflows,UTILITY_INCOME_YEAR_1,Annual Cashflows,$I$23
UTILITY_INCOME_YEAR_2,Annual Cashflows,UTILITY_INCOME_YEAR_2,Annual Cashflows,$J$23
UTILITY_INCOME_YEAR_3,Annual Cashflows,UTILITY_INCOME_YEAR_3,Annual Cashflows,$K$23
UTILITY_INCOME_YEAR_4,Annual Cashflows,UTILITY_INCOME_YEAR_4,Annual Cashflows,$L$23
UTILITY_INCOME_YEAR_5,Annual Cashflows,UTILITY_INCOME_YEAR_5,Annual Cashflows,$M$23
STORAGE_INCOME_YEAR_1,Annual Cashflows,STORAGE_INCOME_YEAR_1,Annual Cashflows,$I$24
STORAGE_INCOME_YEAR_2,Annual Cashflows,STORAGE_INCOME_YEAR_2,Annual Cashflows,$J$24
STORAGE_INCOME_YEAR_3,Annual Cashflows,STORAGE_INCOME_YEAR_3,Annual Cashflows,$K$24
STORAGE_INCOME_YEAR_4,Annual Cashflows,STORAGE_INCOME_YEAR_4,Annual Cashflows,$L$24
STORAGE_INCOME_YEAR_5,Annual Cashflows,STORAGE_INCOME_YEAR_5,Annual Cashflows,$M$24
LAUNDRY_INCOME_YEAR_1,Annual Cashflows,LAUNDRY_INCOME_YEAR_1,Annual Cashflows,$I$25
LAUNDRY_INCOME_YEAR_2,Annual Cashflows,LAUNDRY_INCOME_YEAR_2,Annual Cashflows,$J$25
LAUNDRY_INCOME_YEAR_3,Annual Cashflows,LAUNDRY_INCOME_YEAR_3,Annual Cashflows,$K$25
LAUNDRY_INCOME_YEAR_4,Annual Cashflows,LAUNDRY_INCOME_YEAR_4,Annual Cashflows,$L$25
LAUNDRY_INCOME_YEAR_5,Annual Cashflows,LAUNDRY_INCOME_YEAR_5,Annual Cashflows,$M$25
PET_INCOME_YEAR_1,Annual Cashflows,PET_INCOME_YEAR_1,Annual Cashflows,$I$26
PET_INCOME_YEAR_2,Annual Cashflows,PET_INCOME_YEAR_2,Annual Cashflows,$J$26
PET_INCOME_YEAR_3,Annual Cashflows,PET_INCOME_YEAR_3,Annual Cashflows,$K$26
PET_INCOME_YEAR_4,Annual Cashflows,PET_INCOME_YEAR_4,Annual Cashflows,$L$26
PET_INCOME_YEAR_5,Annual Cashflows,PET_INCOME_YEAR_5,Annual Cashflows,$M$26
OTHER_MISC_INCOME_YEAR_1,Annual Cashflows,OTHER_MISC._INCOME_YEAR_1,Annual Cashflows,$I$27
OTHER_MISC_INCOME_YEAR_2,Annual Cashflows,OTHER_MISC._INCOME_YEAR_2,Annual Cashflows,$J$27
OTHER_MISC_INCOME_YEAR_3,Annual Cashflows,OTHER_MISC._INCOME_YEAR_3,Annual Cashflows,$K$27
OTHER_MISC_INCOME_YEAR_4,Annual Cashflows,OTHER_MISC._INCOME_YEAR_4,Annual Cashflows,$L$27
OTHER_MISC_INCOME_YEAR_5,Annual Cashflows,OTHER_MISC._INCOME_YEAR_5,Annual Cashflows,$M$27
TOTAL_OTHER_INCOME_YEAR_1,Annual Cashflows,TOTAL_OTHER_INCOME_YEAR_1,Annual Cashflows,$I$28
TOTAL_OTHER_INCOME_YEAR_2,Annual Cashflows,TOTAL_OTHER_INCOME_YEAR_2,Annual Cashflows,$J$28
TOTAL_OTHER_INCOME_YEAR_3,Annual Cashflows,TOTAL_OTHER_INCOME_YEAR_3,Annual Cashflows,$K$28
TOTAL_OTHER_INCOME_YEAR_4,Annual Cashflows,TOTAL_OTHER_INCOME_YEAR_4,Annual Cashflows,$L$28
TOTAL_OTHER_INCOME_YEAR_5,Annual Cashflows,TOTAL_OTHER_INCOME_YEAR_5,Annual Cashflows,$M$28
EFFECTIVE_GROSS_INCOME_YEAR_1,Annual Cashflows,EFFECTIVE_GROSS_INCOME_YEAR_1,Annual Cashflows,$I$29
EFFECTIVE_GROSS_INCOME_YEAR_2,Annual Cashflows,EFFECTIVE_GROSS_INCOME_YEAR_2,Annual Cashflows,$J$29
EFFECTIVE_GROSS_INCOME_YEAR_3,Annual Cashflows,EFFECTIVE_GROSS_INCOME_YEAR_3,Annual Cashflows,$K$29
EFFECTIVE_GROSS_INCOME_YEAR_4,Annual Cashflows,EFFECTIVE_GROSS_INCOME_YEAR_4,Annual Cashflows,$L$29
EFFECTIVE_GROSS_INCOME_YEAR_5,Annual Cashflows,EFFECTIVE_GROSS_INCOME_YEAR_5,Annual Cashflows,$M$29
REAL_ESTATE_TAXES_YEAR_1,Annual Cashflows,REAL_ESTATE_TAXES_YEAR_1,Annual Cashflows,$I$30
REAL_ESTATE_TAXES_YEAR_2,Annual Cashflows,REAL_ESTATE_TAXES_YEAR_2,Annual Cashflows,$J$30
REAL_ESTATE_TAXES_YEAR_3,Annual Cashflows,REAL_ESTATE_TAXES_YEAR_3,Annual Cashflows,$K$30
REAL_ESTATE_TAXES_YEAR_4,Annual Cashflows,REAL_ESTATE_TAXES_YEAR_4,Annual Cashflows,$L$30
REAL_ESTATE_TAXES_YEAR_5,Annual Cashflows,REAL_ESTATE_TAXES_YEAR_5,Annual Cashflows,$M$30
OTHER_EXPENSES_YEAR_1,Annual Cashflows,OTHER_EXPENSES_YEAR_1,Annual Cashflows,$I$31
OTHER_EXPENSES_YEAR_2,Annual Cashflows,OTHER_EXPENSES_YEAR_2,Annual Cashflows,$J$31
OTHER_EXPENSES_YEAR_3,Annual Cashflows,OTHER_EXPENSES_YEAR_3,Annual Cashflows,$K$31
OTHER_EXPENSES_YEAR_4,Annual Cashflows,OTHER_EXPENSES_YEAR_4,Annual Cashflows,$L$31
OTHER_EXPENSES_YEAR_5,Annual Cashflows,OTHER_EXPENSES_YEAR_5,Annual Cashflows,$M$31
PROPERTY_INSURANCE_YEAR_1,Annual Cashflows,PROPERTY_INSURANCE_YEAR_1,Annual Cashflows,$I$32
PROPERTY_INSURANCE_YEAR_2,Annual Cashflows,PROPERTY_INSURANCE_YEAR_2,Annual Cashflows,$J$32
PROPERTY_INSURANCE_YEAR_3,Annual Cashflows,PROPERTY_INSURANCE_YEAR_3,Annual Cashflows,$K$32
PROPERTY_INSURANCE_YEAR_4,Annual Cashflows,PROPERTY_INSURANCE_YEAR_4,Annual Cashflows,$L$32
PROPERTY_INSURANCE_YEAR_5,Annual Cashflows,PROPERTY_INSURANCE_YEAR_5,Annual Cashflows,$M$32
UTILITIES_YEAR_1,Annual Cashflows,UTILITIES_YEAR_1,Annual Cashflows,$I$33
UTILITIES_YEAR_2,Annual Cashflows,UTILITIES_YEAR_2,Annual Cashflows,$J$33
UTILITIES_YEAR_3,Annual Cashflows,UTILITIES_YEAR_3,Annual Cashflows,$K$33
UTILITIES_YEAR_4,Annual Cashflows,UTILITIES_YEAR_4,Annual Cashflows,$L$33
UTILITIES_YEAR_5,Annual Cashflows,UTILITIES_YEAR_5,Annual Cashflows,$M$33
STAFFING_PAYROLL_YEAR_1,Annual Cashflows,STAFFING_PAYROLL_YEAR_1,Annual Cashflows,$I$34
STAFFING_PAYROLL_YEAR_2,Annual Cashflows,STAFFING_PAYROLL_YEAR_2,Annual Cashflows,$J$34
STAFFING_PAYROLL_YEAR_3,Annual Cashflows,STAFFING_PAYROLL_YEAR_3,Annual Cashflows,$K$34
STAFFING_PAYROLL_YEAR_4,Annual Cashflows,STAFFING_PAYROLL_YEAR_4,Annual Cashflows,$L$34
STAFFING_PAYROLL_YEAR_5,Annual Cashflows,STAFFING_PAYROLL_YEAR_5,Annual Cashflows,$M$34
PROPERTY_MANAGEMENT_FEE_YEAR_1,Annual Cashflows,PROPERTY_MANAGEMENT_FEE_YEAR_1,Annual Cashflows,$I$35
PROPERTY_MANAGEMENT_FEE_YEAR_2,Annual Cashflows,PROPERTY_MANAGEMENT_FEE_YEAR_2,Annual Cashflows,$J$35
PROPERTY_MANAGEMENT_FEE_YEAR_3,Annual Cashflows,PROPERTY_MANAGEMENT_FEE_YEAR_3,Annual Cashflows,$K$35
PROPERTY_MANAGEMENT_FEE_YEAR_4,Annual Cashflows,PROPERTY_MANAGEMENT_FEE_YEAR_4,Annual Cashflows,$L$35
PROPERTY_MANAGEMENT_FEE_YEAR_5,Annual Cashflows,PROPERTY_MANAGEMENT_FEE_YEAR_5,Annual Cashflows,$M$35
REPAIRS_AND_MAINTENANCE_YEAR_1,Annual Cashflows,REPAIRS_AND_MAINTENANCE_YEAR_1,Annual Cashflows,$I$36
REPAIRS_AND_MAINTENANCE_YEAR_2,Annual Cashflows,REPAIRS_AND_MAINTENANCE_YEAR_2,Annual Cashflows,$J$36
REPAIRS_AND_MAINTENANCE_YEAR_3,Annual Cashflows,REPAIRS_AND_MAINTENANCE_YEAR_3,Annual Cashflows,$K$36
REPAIRS_AND_MAINTENANCE_YEAR_4,Annual Cashflows,REPAIRS_AND_MAINTENANCE_YEAR_4,Annual Cashflows,$L$36
REPAIRS_AND_MAINTENANCE_YEAR_5,Annual Cashflows,REPAIRS_AND_MAINTENANCE_YEAR_5,Annual Cashflows,$M$36
TURNOVER_YEAR_1,Annual Cashflows,TURNOVER_YEAR_1,Annual Cashflows,$I$37
TURNOVER_YEAR_2,Annual Cashflows,TURNOVER_YEAR_2,Annual Cashflows,$J$37
TURNOVER_YEAR_3,Annual Cashflows,TURNOVER_YEAR_3,Annual Cashflows,$K$37
TURNOVER_YEAR_4,Annual Cashflows,TURNOVER_YEAR_4,Annual Cashflows,$L$37
TURNOVER_YEAR_5,Annual Cashflows,TURNOVER_YEAR_5,Annual Cashflows,$M$37
CONTRACT_SERVICES_YEAR_1,Annual Cashflows,CONTRACT_SERVICES_YEAR_1,Annual Cashflows,$I$38
CONTRACT_SERVICES_YEAR_2,Annual Cashflows,CONTRACT_SERVICES_YEAR_2,Annual Cashflows,$J$38
CONTRACT_SERVICES_YEAR_3,Annual Cashflows,CONTRACT_SERVICES_YEAR_3,Annual Cashflows,$K$38
CONTRACT_SERVICES_YEAR_4,Annual Cashflows,CONTRACT_SERVICES_YEAR_4,Annual Cashflows,$L$38
CONTRACT_SERVICES_YEAR_5,Annual Cashflows,CONTRACT_SERVICES_YEAR_5,Annual Cashflows,$M$38
RESERVES_FOR_REPLACEMENT_YEAR_1,Annual Cashflows,RESERVES_FOR_REPLACEMENT_YEAR_1,Annual Cashflows,$I$39
RESERVES_FOR_REPLACEMENT_YEAR_2,Annual Cashflows,RESERVES_FOR_REPLACEMENT_YEAR_2,Annual Cashflows,$J$39
RESERVES_FOR_REPLACEMENT_YEAR_3,Annual Cashflows,RESERVES_FOR_REPLACEMENT_YEAR_3,Annual Cashflows,$K$39
RESERVES_FOR_REPLACEMENT_YEAR_4,Annual Cashflows,RESERVES_FOR_REPLACEMENT_YEAR_4,Annual Cashflows,$L$39
RESERVES_FOR_REPLACEMENT_YEAR_5,Annual Cashflows,RESERVES_FOR_REPLACEMENT_YEAR_5,Annual Cashflows,$M$39
ADMIN_LEGAL_AND_SECURITY_YEAR_1,Annual Cashflows,ADMIN_LEGAL_AND_SECURITY_YEAR_1,Annual Cashflows,$I$40
ADMIN_LEGAL_AND_SECURITY_YEAR_2,Annual Cashflows,ADMIN_LEGAL_AND_SECURITY_YEAR_2,Annual Cashflows,$J$40
ADMIN_LEGAL_AND_SECURITY_YEAR_3,Annual Cashflows,ADMIN_LEGAL_AND_SECURITY_YEAR_3,Annual Cashflows,$K$40
ADMIN_LEGAL_AND_SECURITY_YEAR_4,Annual Cashflows,ADMIN_LEGAL_AND_SECURITY_YEAR_4,Annual Cashflows,$L$40
ADMIN_LEGAL_AND_SECURITY_YEAR_5,Annual Cashflows,ADMIN_LEGAL_AND_SECURITY_YEAR_5,Annual Cashflows,$M$40
ADVERTISING_LEASING_AND_MARKETING_YEAR_1,Annual Cashflows,ADVERTISING_LEASING_AND_MARKETING_YEAR_1,Annual Cashflows,$I$41
ADVERTISING_LEASING_AND_MARKETING_YEAR_2,Annual Cashflows,ADVERTISING_LEASING_AND_MARKETING_YEAR_2,Annual Cashflows,$J$41
ADVERTISING_LEASING_AND_MARKETING_YEAR_3,Annual Cashflows,ADVERTISING_LEASING_AND_MARKETING_YEAR_3,Annual Cashflows,$K$41
ADVERTISING_LEASING_AND_MARKETING_YEAR_4,Annual Cashflows,ADVERTISING_LEASING_AND_MARKETING_YEAR_4,Annual Cashflows,$L$41
ADVERTISING_LEASING_AND_MARKETING_YEAR_5,Annual Cashflows,ADVERTISING_LEASING_AND_MARKETING_YEAR_5,Annual Cashflows,$M$41
TOTAL_OPERATING_EXPENSES_YEAR_1,Annual Cashflows,TOTAL_OPERATING_EXPENSES_YEAR_1,Annual Cashflows,$I$42
TOTAL_OPERATING_EXPENSES_YEAR_2,Annual Cashflows,TOTAL_OPERATING_EXPENSES_YEAR_2,Annual Cashflows,$J$42
TOTAL_OPERATING_EXPENSES_YEAR_3,Annual Cashflows,TOTAL_OPERATING_EXPENSES_YEAR_3,Annual Cashflows,$K$42
TOTAL_OPERATING_EXPENSES_YEAR_4,Annual Cashflows,TOTAL_OPERATING_EXPENSES_YEAR_4,Annual Cashflows,$L$42
TOTAL_OPERATING_EXPENSES_YEAR_5,Annual Cashflows,TOTAL_OPERATING_EXPENSES_YEAR_5,Annual Cashflows,$M$42
NET_OPERATING_INCOME_YEAR_1,Annual Cashflows,NET_OPERATING_INCOME_YEAR_1,Annual Cashflows,$I$43
NET_OPERATING_INCOME_YEAR_2,Annual Cashflows,NET_OPERATING_INCOME_YEAR_2,Annual Cashflows,$J$43
NET_OPERATING_INCOME_YEAR_3,Annual Cashflows,NET_OPERATING_INCOME_YEAR_3,Annual Cashflows,$K$43
NET_OPERATING_INCOME_YEAR_4,Annual Cashflows,NET_OPERATING_INCOME_YEAR_4,Annual Cashflows,$L$43
NET_OPERATING_INCOME_YEAR_5,Annual Cashflows,NET_OPERATING_INCOME_YEAR_5,Annual Cashflows,$M$43
NET_OPERATING_INCOME_MARGIN_YEAR_1,Annual Cashflows,NET_OPERATING_INCOME_MARGIN_YEAR_1,Annual Cashflows,$I$44
NET_OPERATING_INCOME_MARGIN_YEAR_2,Annual Cashflows,NET_OPERATING_INCOME_MARGIN_YEAR_2,Annual Cashflows,$J$44
NET_OPERATING_INCOME_MARGIN_YEAR_3,Annual Cashflows,NET_OPERATING_INCOME_MARGIN_YEAR_3,Annual Cashflows,$K$44
NET_OPERATING_INCOME_MARGIN_YEAR_4,Annual Cashflows,NET_OPERATING_INCOME_MARGIN_YEAR_4,Annual Cashflows,$L$44
NET_OPERATING_INCOME_MARGIN_YEAR_5,Annual Cashflows,NET_OPERATING_INCOME_MARGIN_YEAR_5,Annual Cashflows,$M$44
CAPEX_DEFERRED_MAINTENANCE_YEAR_1,Annual Cashflows,CAPEX_DEFERRED_MAINTENANCE_YEAR_1,Annual Cashflows,$I$45
CAPEX_DEFERRED_MAINTENANCE_YEAR_2,Annual Cashflows,CAPEX_DEFERRED_MAINTENANCE_YEAR_2,Annual Cashflows,$J$45
CAPEX_DEFERRED_MAINTENANCE_YEAR_3,Annual Cashflows,CAPEX_DEFERRED_MAINTENANCE_YEAR_3,Annual Cashflows,$K$45
CAPEX_DEFERRED_MAINTENANCE_YEAR_4,Annual Cashflows,CAPEX_DEFERRED_MAINTENANCE_YEAR_4,Annual Cashflows,$L$45
CAPEX_DEFERRED_MAINTENANCE_YEAR_5,Annual Cashflows,CAPEX_DEFERRED_MAINTENANCE_YEAR_5,Annual Cashflows,$M$45
CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_1,Annual Cashflows,CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_1,Annual Cashflows,$I$46
CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_2,Annual Cashflows,CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_2,Annual Cashflows,$J$46
CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_3,Annual Cashflows,CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_3,Annual Cashflows,$K$46
CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_4,Annual Cashflows,CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_4,Annual Cashflows,$L$46
CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_5,Annual Cashflows,CAPEX_UNIT_AND_EXTERIOR_RENOVATIONS_YEAR_5,Annual Cashflows,$M$46
SENIOR_LOAN_DEBT_SERVICE_YEAR_1,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_YEAR_1,Annual Cashflows,$I$47
SENIOR_LOAN_DEBT_SERVICE_YEAR_2,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_YEAR_2,Annual Cashflows,$J$47
SENIOR_LOAN_DEBT_SERVICE_YEAR_3,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_YEAR_3,Annual Cashflows,$K$47
SENIOR_LOAN_DEBT_SERVICE_YEAR_4,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_YEAR_4,Annual Cashflows,$L$47
SENIOR_LOAN_DEBT_SERVICE_YEAR_5,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_YEAR_5,Annual Cashflows,$M$47
SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_1,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_1,Annual Cashflows,$I$48
SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_2,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_2,Annual Cashflows,$J$48
SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_3,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_3,Annual Cashflows,$K$48
SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_4,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_4,Annual Cashflows,$L$48
SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_5,Annual Cashflows,SENIOR_LOAN_DEBT_SERVICE_MIP_YEAR_5,Annual Cashflows,$M$48
SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_1,Annual Cashflows,SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_1,Annual Cashflows,$I$49
SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_2,Annual Cashflows,SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_2,Annual Cashflows,$J$49
SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_3,Annual Cashflows,SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_3,Annual Cashflows,$K$49
SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_4,Annual Cashflows,SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_4,Annual Cashflows,$L$49
SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_5,Annual Cashflows,SUBORDINATE_LOAN_DEBT_SERVICE_YEAR_5,Annual Cashflows,$M$49
ACCOUNTING_AND_TAX_PREP_YEAR_1,Annual Cashflows,ACCOUNTING_AND_TAX_PREP_YEAR_1,Annual Cashflows,$I$50
ACCOUNTING_AND_TAX_PREP_YEAR_2,Annual Cashflows,ACCOUNTING_AND_TAX_PREP_YEAR_2,Annual Cashflows,$J$50
ACCOUNTING_AND_TAX_PREP_YEAR_3,Annual Cashflows,ACCOUNTING_AND_TAX_PREP_YEAR_3,Annual Cashflows,$K$50
ACCOUNTING_AND_TAX_PREP_YEAR_4,Annual Cashflows,ACCOUNTING_AND_TAX_PREP_YEAR_4,Annual Cashflows,$L$50
ACCOUNTING_AND_TAX_PREP_YEAR_5,Annual Cashflows,ACCOUNTING_AND_TAX_PREP_YEAR_5,Annual Cashflows,$M$50
